Token Id,Game Lock,Lifecycle,Class,Origin,Birthday,Breeding Points,Attack,Accuracy,Movement Speed,Attack Speed,Defense,Vitality,Resistance,Magic,Mythic,Body,Face,Horn,Hooves,Mane,Tail
5540,Unlocked,Adult,Candy,1,1638700375,7,169,123,166,123,112,206,210,128,Single Mythic,Pink Chocolate,Gummy Bear,Graham Cracker,Caramel Chocolate,Chocolate Bar,Caramel Chocolate
5574,Unlocked,Adult,Heart,1,1638700483,7,136,117,162,226,174,112,206,123,Single Mythic,Ultimate Princess,Radiant Joy,Violet Rune,Pink Stripe,Violet Braid,Purple Plushy
19704,Unlocked,Egg,Heart,0,,,,,,,,,,,,,,,,,
19523,Unlocked,Egg,Crystal,0,,,,,,,,,,,,,,,,,
5718,Unlocked,Adult,Flower,1,1638704516,7,143,128,205,172,134,130,140,129,,Green Oak,Stout Determined,Pink Poppy,Calming Meadow,Green Frond,Red Leaf
5973,Unlocked,Adult,Flower,1,1638703942,8,170,112,231,210,123,142,112,156,Single Mythic,Orange Blossom,Blossoming Smile,Pink Poppy,Brown Meadow,Green Frond,Fairy Flower
5657,Unlocked,Adult,Flower,1,1638704822,7,118,117,230,186,128,129,128,195,,Spring Leaf,Stout Determined,Pink Pollen,Green Blossom,Green Frond,Green Bush
5908,Unlocked,Adult,Crystal,1,1638704822,7,123,112,193,123,165,210,123,149,,Pink Shatter,Stony Indifference,Purple Node,Blue Shatter,Turquoise Shine,Turquoise Node
5573,Unlocked,Adult,Moon,1,1638700209,7,128,134,264,123,144,118,140,152,,Green Laser,Vexed Voltage,Green Alien,Red Laser,Yellow Crater,Orange Moonrock
19277,Unlocked,Egg,Heart,0,,,,,,,,,,,,,,,,,
16764,Unlocked,Egg,Crystal,0,,,,,,,,,,,,,,,,,
5754,Unlocked,Adult,Heart,1,1638702964,8,162,117,112,182,163,140,172,123,,Green Bow,Haughty Huff,Green Mop,Lavender Smooth,Purple Cowlick,Violet Braid
19565,Unlocked,Baby,Moon,0,0,0,98,108,140,103,106,123,117,151,,Orange Moonrock,Vexed Voltage,Bronze Orbital,Gray Laser,Green Moonrock,Silver Antenna
17310,Unlocked,Egg,Crystal,0,,,,,,,,,,,,,,,,,
5586,Unlocked,Adult,Crystal,1,1638700263,7,112,145,188,117,126,190,112,214,,Pink Pattern,Crystal Anger,Pink Spiral,Purple Stone,Pink Spikes,Turquoise Node
19844,Unlocked,Egg,Moon,0,,,,,,,,,,,,,,,,,
5992,Unlocked,Adult,Cloud,1,1638704056,8,243,154,151,200,112,112,154,123,,Night Rain,Dumping Raincloud,Blue Umbrella,Day Ice,Spikey Ice,Gray Cloud
5890,Unlocked,Adult,Candy,1,1638704354,7,190,128,187,112,112,249,180,134,,Pink Chocolate,Glazed Smooth,Strawberry Icecream,Caramel Chocolate,Chocolate Bar,Caramel Chocolate
5948,Unlocked,Adult,Moon,1,1638704428,7,134,134,213,123,182,123,173,160,Double Mythic,Dark Comet,Dark Comet,Silver Orbital,Turquoise Laser,Green Moonrock,Orange Moonrock
5611,Unlocked,Adult,Crystal,1,1638700777,7,128,117,186,128,201,230,112,153,,Pink Shatter,Polished Grin,Purple Node,Purple Shatter,Turquoise Shale,Purple Node
17856,Unlocked,Egg,Cloud,0,,,,,,,,,,,,,,,,,
16780,Unlocked,Egg,Crystal,0,,,,,,,,,,,,,,,,,
19540,Unlocked,Egg,Cloud,0,,,,,,,,,,,,,,,,,
20090,Unlocked,Egg,Cloud,0,,,,,,,,,,,,,,,,,
16830,Unlocked,Egg,Heart,0,,,,,,,,,,,,,,,,,
5856,Unlocked,Adult,Flower,1,1638703162,7,177,123,202,172,123,142,145,133,,Orange Blossom,Fragrant Suave,Red Oak,Spring Leaf,Brown Bark,Red Bloom
16786,Unlocked,Egg,Crystal,0,,,,,,,,,,,,,,,,,
5989,Unlocked,Adult,Moon,1,1638703828,8,117,112,301,112,162,166,151,228,,Red Laser,Vexed Voltage,Bronze Antenna,Red Laser,Yellow Crater,Silver Antenna
5843,Unlocked,Adult,Cloud,1,1638704482,7,157,194,112,150,117,145,148,128,,Night Rain,Sunny Skies,Yellow Umbrella,Day Ice,White Cloud,White Cloud
6038,Unlocked,Adult,Candy,1,1638704134,7,156,123,233,112,117,231,201,117,,Red Sprinkles,Sweet Beaming,Chocolate Bar,Blueberry Swirl,Colorful Marshmallow,Chocolate Bar
5596,Unlocked,Adult,Heart,1,1638700905,7,149,123,123,195,165,117,171,112,,Pink Bow,Haughty Huff,Red Fossil,Pink Stripe,Sunny Braid,Violet Braid
5555,Unlocked,Adult,Cloud,1,1638700163,7,199,167,140,169,112,117,177,123,,Ground Storm,Stormy Horizon,Blue Umbrella,Bright Lightning,Shatter Ice,Spikey Ice
5607,Unlocked,Adult,Flower,1,1638700871,7,130,117,189,172,145,130,140,148,,Green Meadow,Stout Determined,Pink Poppy,Orange Blossom,Green Frond,Yellow Needle
5557,Unlocked,Adult,Flower,1,1638701011,7,202,123,250,170,112,202,112,166,,Autumn Leaf,Stout Determined,Brown Thorn,Calming Meadow,Yellow Blade,Red Bush
5846,Unlocked,Adult,Crystal,1,1638703022,7,145,112,163,145,180,239,112,149,,Purple Stone,Polished Grin,Purple Node,Purple Gem,Purple Spikes,Turquoise Node
19590,Unlocked,Egg,Candy,0,,,,,,,,,,,,,,,,,
5831,Unlocked,Adult,Crystal,1,1638703248,7,112,123,166,123,195,225,128,156,,Purple Stone,Pearly Whites,Red Needle,Purple Shatter,Turquoise Shine,Purple Shatter
20207,Unlocked,Egg,Heart,0,,,,,,,,,,,,,,,,,
5837,Unlocked,Adult,Crystal,1,1638703398,8,117,128,168,128,174,261,123,134,,Pink Pattern,Polished Grin,Pink Tower,Pink Stone,Purple Shine,Turquoise Node
5727,Unlocked,Adult,Candy,1,1638704996,7,178,134,228,145,117,231,172,112,,Caramel Nougat,Sweet Smugness,Graham Cracker,Blueberry Swirl,Sweet Treat,Colorful Marshmallow
5919,Unlocked,Adult,Cloud,1,1638703638,7,278,176,123,165,112,156,124,128,,Night Ice,Stormy Horizon,Solid Ice,Day Ice,Blue Cloud,Dark Cloud
5665,Unlocked,Adult,Cloud,1,1638703122,7,232,173,134,189,112,123,142,123,,Night Ice,Dumping Raincloud,Blue Umbrella,Day Ice,Spikey Ice,Shatter Ice
19298,Unlocked,Egg,Crystal,0,,,,,,,,,,,,,,,,,
5848,Unlocked,Adult,Crystal,1,1638704246,7,123,140,231,123,150,210,134,192,,Pink Gem,Pearly Whites,Turquoise Node,Pink Pattern,Pink Spikes,Turqoise Pearl
5704,Unlocked,Adult,Heart,1,1638704448,7,149,151,123,255,198,112,205,112,,Orange Spot,Radiant Joy,Yellow Rune,Pink Bow,Pink Frame,Pink Braid
5811,Unlocked,Adult,Flower,1,1638704826,7,134,117,161,187,128,117,145,146,,Orange Blossom,Blossoming Smile,Pink Pollen,Orange Blossom,Brown Bark,Green Bush
5672,Unlocked,Adult,Candy,1,1638703222,7,130,117,196,112,112,237,186,128,,Pink Nougat,Sugary Slyness,Chocolate Marshmallow,Caramel Chocolate,Mint Chocolate,Yellow Whip
19211,Unlocked,Egg,Candy,0,,,,,,,,,,,,,,,,,
5902,Unlocked,Adult,Crystal,1,1638704820,7,123,140,220,112,126,197,123,161,,Night Gem,Polished Grin,Turquoise Node,Pink Pattern,Turquoise Shine,Turquoise Node
13459,Unlocked,Egg,Candy,0,,,,,,,,,,,,,,,,,
16816,Unlocked,Egg,Cloud,0,,,,,,,,,,,,,,,,,
5847,Unlocked,Adult,Crystal,1,1638703022,7,128,112,172,123,189,292,112,134,,Purple Stone,Polished Grin,Turquoise Tower,Pink Stone,Pink Shale,Turquoise Geode
16740,Unlocked,Egg,Cloud,0,,,,,,,,,,,,,,,,,
16941,Unlocked,Egg,Heart,0,,,,,,,,,,,,,,,,,
5508,Unlocked,Adult,Candy,1,1638700541,7,124,140,181,123,145,182,180,128,,Caramel Chocolate,Sweet Beaming,Strawberry Icecream,Caramel Chocolate,Strawberry Whip,Strawberry Chocolate
16756,Unlocked,Egg,Flower,0,,,,,,,,,,,,,,,,,
5563,Unlocked,Adult,Flower,1,1638700515,7,177,117,218,202,123,163,123,145,,Orange Blossom,Fragrant Suave,Red Pollen,Autumn Leaf,Brown Bark,Pink Bloom
5556,Unlocked,Adult,Crystal,1,1638701009,7,128,117,228,112,207,268,123,161,,Night Gem,Pearly Whites,Turquoise Tower,Purple Gem,Turquoise Shale,Turquoise Node
5583,Unlocked,Adult,Cloud,1,1638700811,7,211,172,123,166,117,117,135,145,,Ground Storm,Fluffy Smile,Fragmented Ice,Fluffy Snow,Small Cloud,Dark Cloud
16741,Unlocked,Egg,Rainbow,0,,,,,,,,,,,,,,,,,
5806,Unlocked,Adult,Heart,1,1638703094,7,206,123,112,333,162,112,235,112,,Lavender Smooth,Placid Mask,Pink Whisp,Green Bow,Violet Braid,Pink Braid
5714,Unlocked,Adult,Candy,1,1638703082,7,215,123,221,128,112,295,150,128,,Blueberry Swirl,Glazed Smooth,Chocolate Bar,Pink Sprinkles,Chocolate Bar,Pink Whip
19622,Unlocked,Egg,Cloud,0,,,,,,,,,,,,,,,,,
5840,Unlocked,Adult,Heart,1,1638703970,8,154,123,123,220,186,112,261,128,,Pink Stripe,Radiant Joy,Red Fossil,Lavender Smooth,Adorbs Braid,Purple Plushy
19245,Unlocked,Egg,Cloud,0,,,,,,,,,,,,,,,,,
5851,Unlocked,Adult,Cloud,1,1638704464,7,260,164,112,210,123,112,149,123,,Night Ice,Stormy Horizon,Snowman Carrot,Ground Storm,Shatter Ice,Spikey Ice
5928,Unlocked,Adult,Heart,1,1638704310,7,118,151,128,153,150,112,153,117,,Pink Smooth,Haughty Huff,Green Mop,Lavender Smooth,Pink Frame,Purple Plushy
20234,Unlocked,Egg,Crystal,0,,,,,,,,,,,,,,,,,
5547,Unlocked,Adult,Crystal,1,1638700933,7,123,117,193,112,218,217,128,155,,Turquoise Pattern,Crystal Anger,Purple Node,Turquoise Pattern,Purple Shine,Turquoise Node
20157,Unlocked,Egg,Moon,0,,,,,,,,,,,,,,,,,
5998,Unlocked,Adult,Candy,1,1638703512,8,148,112,206,112,117,209,163,140,,Mint Chocolate,Sweet Beaming,Caramel Chocolate,Caramel Nougat,Chocolate Bar,Strawberry Chocolate
6021,Unlocked,Adult,Candy,1,1638703684,8,163,128,198,112,117,220,235,128,,Pink Nougat,Sugary Slyness,Chocolate Icecream,Caramel Chocolate,Chocolate Bar,Yellow Whip
5763,Unlocked,Adult,Candy,1,1638704950,7,143,134,170,134,134,180,172,117,,Caramel Nougat,Glazed Smooth,Chocolate Icecream,Pink Nougat,Strawberry Whip,Caramel Chocolate
6052,Unlocked,Adult,Crystal,1,1638704914,7,112,123,277,117,207,342,123,184,Single Mythic,Pink Gem,Dark Crystal,Turquoise Spiral,Purple Stone,Turquoise Shale,Turqoise Pearl
5445,Unlocked,Adult,Cloud,1,1638700741,7,307,202,112,171,123,112,149,112,,Night Ice,Stormy Horizon,Blue Umbrella,Day Ice,Dark Cloud,Gray Cloud
20098,Unlocked,Egg,Candy,0,,,,,,,,,,,,,,,,,
5863,Unlocked,Adult,Crystal,1,1638703618,8,112,128,213,117,182,243,112,143,,Pink Shatter,Crystal Anger,Pink Spiral,Purple Shatter,Purple Shine,Turqoise Pearl
16649,Unlocked,Egg,Crystal,0,,,,,,,,,,,,,,,,,
6014,Unlocked,Adult,Cloud,1,1638705006,7,193,182,128,150,145,123,118,117,,Fluffy Snow,Stormy Horizon,Fragmented Ice,Day Rain,Small Cloud,Gray Cloud
5474,Unlocked,Adult,Heart,1,1638700317,7,168,134,145,241,180,112,222,117,,Lavender Smooth,Jazzy Vibes,Yellow Rune,Pink Smooth,Pink Frame,Orange Puff
19572,Unlocked,Egg,Moon,0,,,,,,,,,,,,,,,,,
5645,Unlocked,Adult,Crystal,1,1638704498,7,123,123,153,134,165,204,134,136,,Pink Gem,Crystal Anger,Red Needle,Purple Shatter,Turquoise Shine,Pink Shatter
5710,Unlocked,Adult,Flower,1,1638704838,7,162,117,254,191,123,130,128,191,,Green Meadow,Stout Determined,Pink Pollen,Spring Leaf,Red Frond,Yellow Needle
5651,Unlocked,Adult,Flower,1,1638704032,8,177,128,237,165,117,148,128,133,,Orange Blossom,Fragrant Suave,Red Oak,Spring Leaf,Pink Vine,Red Bloom
5522,Unlocked,Adult,Moon,1,1638700445,7,140,112,240,112,172,156,112,233,,Green Moonrock,Cosmic Cheer,Green Eye,Blue Laser,Blue Tentacle,Green Moonrock
5886,Unlocked,Adult,Cloud,1,1638703070,7,246,218,117,194,123,128,124,134,,Night Ice,Stormy Horizon,Fragmented Ice,Day Ice,White Cloud,Dark Cloud
17300,Unlocked,Egg,Crystal,0,,,,,,,,,,,,,,,,,
19667,Unlocked,Egg,Heart,0,,,,,,,,,,,,,,,,,
6026,Unlocked,Adult,Candy,1,1638704258,7,136,140,198,112,117,194,218,112,,Red Sprinkles,Sugary Slyness,Chocolate Bar,Blue Licorice,Sweet Treat,Caramel Chocolate
5664,Unlocked,Adult,Flower,1,1638703292,7,136,112,197,156,134,214,112,169,,Spring Leaf,Blossoming Smile,Green Oak,Orange Blossom,Brown Bark,Green Bush
5460,Unlocked,Adult,Heart,1,1638700125,7,143,112,162,217,120,117,135,128,,Lavender Smooth,Haughty Huff,Pink Mop,Pink Stripe,Violet Braid,Purple Wizard
6056,Unlocked,Adult,Candy,1,1638703650,7,156,117,188,117,117,195,180,117,,Pink Nougat,Sugary Slyness,Caramel Chocolate,Mint Chocolate,Strawberry Whip,Chocolate Bar
5477,Unlocked,Adult,Crystal,1,1638701001,7,123,123,166,145,158,174,134,161,,Purple Stone,Polished Grin,Red Needle,Purple Gem,Turquoise Shale,Turquoise Geode
5803,Unlocked,Adult,Crystal,1,1638704540,7,112,128,162,112,144,190,168,123,,Turquoise Pattern,Pearly Whites,Turquoise Node,Turquoise Pattern,Turquoise Shine,Purple Node
17922,Unlocked,Egg,Moon,0,,,,,,,,,,,,,,,,,
5911,Unlocked,Adult,Crystal,1,1638703106,7,112,134,208,128,201,244,117,130,,Purple Stone,Pearly Whites,Pink Spiral,Pink Pattern,Turquoise Shine,Purple Shatter
5957,Unlocked,Adult,Heart,1,1638703210,7,149,112,112,195,165,128,243,128,,Pink Stripe,Radiant Joy,Red Fossil,Green Bow,Purple Cowlick,Violet Braid
19281,Unlocked,Egg,Candy,0,,,,,,,,,,,,,,,,,
5539,Unlocked,Adult,Cloud,1,1638700371,7,202,175,134,187,123,117,163,112,,Thunder Storm,Fluffy Smile,Fragmented Ice,Day Rain,Gray Cloud,Shatter Ice
5756,Unlocked,Adult,Crystal,1,1638703576,8,140,117,190,117,151,202,112,163,,Night Gem,Stony Indifference,Turquoise Spiral,Night Gem,Purple Shine,Pink Pearl
5877,Unlocked,Adult,Crystal,1,1638703698,8,112,134,250,117,165,249,123,156,Single Mythic,Pink Stone,Crystal Anger,Pink Tower,Dark Crystal,Turquoise Shale,Pink Pearl
20120,Unlocked,Egg,Star,0,,,,,,,,,,,,,,,,,
5554,Unlocked,Adult,Cloud,1,1638700159,7,279,222,128,217,123,117,124,134,,Ground Storm,Stormy Horizon,Bright Lightning,Ground Storm,Blue Cloud,Shatter Ice
5741,Unlocked,Adult,Crystal,1,1638704820,7,123,117,181,128,158,180,140,175,,Pink Stone,Crystal Anger,Pink Spiral,Night Gem,Purple Cascade,Purple Shatter
5842,Unlocked,Adult,Moon,1,1638704478,7,112,123,235,117,186,156,123,187,,Green Laser,Vexed Voltage,Green Alien,Blue Laser,Blue Flame,Bronze Antenna
5712,Unlocked,Adult,Cloud,1,1638704846,7,237,205,134,188,123,134,124,117,,Night Rain,Fluffy Smile,Blue Umbrella,Day Ice,Gray Cloud,Shatter Ice
6002,Unlocked,Adult,Cloud,1,1638704278,7,190,175,145,174,123,128,136,145,,Fluffy Snow,Stormy Horizon,Yellow Umbrella,Ground Storm,Gray Cloud,White Cloud
5644,Unlocked,Adult,Crystal,1,1638704494,7,128,117,198,112,218,188,123,162,,Night Gem,Crystal Anger,Turquoise Node,Pink Pattern,Purple Shine,Purple Shatter
5455,Unlocked,Adult,Candy,1,1638700113,7,142,112,172,117,112,218,178,123,,Pink Nougat,Sugary Slyness,Chocolate Bar,Caramel Chocolate,Chocolate Bar,Chocolate Bar
5963,Unlocked,Adult,Flower,1,1638704318,8,142,117,230,194,112,149,145,133,,Green Oak,Stout Determined,Red Oak,Green Oak,Pink Vine,Red Bloom
5962,Unlocked,Adult,Cloud,1,1638704314,7,224,195,112,208,117,128,169,117,,Day Rain,Sunny Skies,Bright Lightning,Night Rain,Spikey Ice,Snowman
20514,Unlocked,Egg,Omnom,0,,,,,,,,,,,,,,,,,
5881,Unlocked,Adult,Moon,1,1638704086,8,145,134,228,134,162,149,112,210,,Turquoise Laser,Blasting Boldness,Silver Antenna,Red Laser,Blue Tentacle,Silver Antenna
19696,Unlocked,Egg,Heart,0,,,,,,,,,,,,,,,,,
18474,Unlocked,Egg,Crystal,0,,,,,,,,,,,,,,,,,
5941,Unlocked,Adult,Candy,1,1638704598,7,148,140,155,128,123,181,151,112,,Pink Nougat,Sweet Beaming,Caramel Chocolate,Caramel Chocolate,Colorful Marshmallow,Graham Cracker
5717,Unlocked,Adult,Flower,1,1638704512,7,185,112,266,144,117,162,112,152,,Spring Leaf,Fragrant Suave,Pink Pollen,Autumn Leaf,Red Bark,Red Leaf
5782,Unlocked,Adult,Moon,1,1638703138,7,134,117,180,123,145,148,145,143,,Turquoise Laser,Vexed Voltage,Green Alien,Turquoise Laser,Blue Flame,Gray Crater
5849,Unlocked,Adult,Flower,1,1638704250,7,161,128,276,214,123,161,112,190,Single Mythic,Fairy Flower,Stout Determined,Green Oak,Red Oak,Green Blade,Green Bush
6017,Unlocked,Adult,Flower,1,1638703546,8,136,117,224,193,117,136,151,178,,Orange Blossom,Shady Sad,Pink Poppy,Spring Leaf,Red Vine,Green Needle
5827,Unlocked,Adult,Flower,1,1638703588,8,160,112,292,210,117,208,123,149,,Spring Leaf,Shady Sad,Brown Thorn,Spring Leaf,Pink Vine,Red Bloom
5903,Unlocked,Adult,Flower,1,1638704820,7,130,134,208,157,112,142,117,191,,Autumn Leaf,Fragrant Suave,Pink Pollen,Green Blossom,Red Bark,Green Needle
5297,Unlocked,Adult,Crystal,1,1638699380,7,112,117,221,117,187,288,117,170,,Turquoise Pattern,Crystal Anger,Turquoise Spiral,Pink Pattern,Pink Spikes,Pink Pearl
20240,Unlocked,Egg,Flower,0,,,,,,,,,,,,,,,,,
5659,Unlocked,Adult,Heart,1,1638703950,8,135,128,117,200,158,117,173,123,,Turquoise Stripe,Haughty Huff,Yellow Rune,Pink Stripe,Pink Braid,Red Plushy
5855,Unlocked,Adult,Heart,1,1638703158,7,136,112,128,134,168,123,161,134,,Turquoise Stripe,Placid Mask,Yellow Whisp,Lavender Smooth,Purple Cowlick,Purple Wizard
20119,Unlocked,Egg,Candy,0,,,,,,,,,,,,,,,,,
20490,Unlocked,Egg,Moon,0,,,,,,,,,,,,,,,,,
6004,Unlocked,Adult,Crystal,1,1638703030,7,123,140,150,117,171,165,123,142,,Pink Pattern,Crystal Anger,Purple Node,Purple Gem,Turquoise Shine,Purple Shatter
5652,Unlocked,Adult,Moon,1,1638704034,8,145,112,238,128,198,185,140,202,Single Mythic,Turquoise Moonspot,Cosmic Cheer,Dark Comet,Red Laser,Green Tentacle,Green Tentacle
20080,Unlocked,Egg,Crystal,0,,,,,,,,,,,,,,,,,
17282,Unlocked,Egg,Cloud,0,,,,,,,,,,,,,,,,,
16717,Unlocked,Egg,Heart,0,,,,,,,,,,,,,,,,,
5490,Unlocked,Adult,Crystal,1,1638700533,7,128,123,147,117,179,196,140,130,,Pink Pattern,Polished Grin,Red Needle,Purple Shatter,Pink Shale,Pink Shatter
5449,Unlocked,Adult,Flower,1,1638700791,7,129,117,211,156,123,147,134,162,,Green Blossom,Stout Determined,Green Poppy,Green Blossom,Red Bark,Green Bush
20177,Unlocked,Egg,Cloud,0,,,,,,,,,,,,,,,,,
5564,Unlocked,Adult,Candy,1,1638700519,7,149,140,211,117,117,215,170,134,Single Mythic,Caramel Chocolate,Sugary Slyness,Gummy Bear,Pink Nougat,Chocolate Bar,Colorful Marshmallow
5884,Unlocked,Adult,Flower,1,1638703062,7,135,112,197,126,128,147,117,157,,Spring Leaf,Blossoming Smile,Red Pollen,Green Blossom,Red Frond,Green Leaf
5486,Unlocked,Adult,Cloud,1,1638700417,7,209,205,123,188,128,123,136,123,Single Mythic,Thunder Storm,Stormy Horizon,Snowman Carrot,Ground Storm,White Cloud,Thunder God
20110,Unlocked,Egg,Crystal,0,,,,,,,,,,,,,,,,,
5864,Unlocked,Adult,Candy,1,1638703620,8,149,128,200,128,134,201,180,112,,Pink Sprinkles,Sweet Smugness,Caramel Chocolate,Yellow Sprinkles,Sweet Treat,Caramel Chocolate
5527,Unlocked,Adult,Heart,1,1638700083,7,155,123,151,182,132,123,185,128,,Pink Bow,Haughty Huff,Violet Rune,Pink Smooth,Sunny Braid,Purple Plushy
5969,Unlocked,Adult,Candy,1,1638704870,8,155,112,198,134,123,227,158,123,,Caramel Nougat,Sweet Beaming,Strawberry Icecream,Caramel Nougat,Graham Cracker,Mint Chocolate
5499,Unlocked,Adult,Crystal,1,1638700921,7,112,128,171,156,158,230,117,163,,Turquoise Pattern,Polished Grin,Turquoise Spiral,Blue Shatter,Turquoise Cascade,Pink Pearl
5501,Unlocked,Adult,Flower,1,1638700923,7,162,123,182,138,117,162,123,180,,Orange Blossom,Shady Sad,Green Oak,Spring Leaf,Yellow Blade,Green Bush
5854,Unlocked,Adult,Moon,1,1638703150,7,117,151,216,128,150,143,134,155,,Red Laser,Vexed Voltage,Green Eye,Gray Moonrock,Yellow Crater,Orange Moonrock
5780,Unlocked,Adult,Candy,1,1638703050,7,162,145,189,112,112,227,179,112,,Pink Nougat,Sugary Slyness,Strawberry Icecream,Blue Licorice,Chocolate Bar,Mint Chocolate
5875,Unlocked,Adult,Moon,1,1638703692,8,112,140,272,117,132,149,123,158,,Green Moonrock,Blasting Boldness,Green Eye,Gray Moonrock,Green Moonrock,Silver Antenna
18160,Unlocked,Egg,Cloud,0,,,,,,,,,,,,,,,,,
20079,Unlocked,Egg,Candy,0,,,,,,,,,,,,,,,,,
5901,Unlocked,Adult,Crystal,1,1638702990,7,123,168,198,123,176,220,112,156,,Pink Shatter,Crystal Anger,Turquoise Node,Turquoise Pattern,Turquoise Cascade,Turqoise Pearl
5937,Unlocked,Adult,Heart,1,1638703670,8,136,117,140,252,176,128,224,112,,Pink Smooth,Radiant Joy,Violet Rune,Pink Spot,Pink Frame,Pink Braid
5869,Unlocked,Adult,Moon,1,1638704182,7,123,117,195,123,165,149,140,164,,Green Moonrock,Vexed Voltage,Silver Orbital,Gray Laser,Gray Crater,Silver Antenna
5545,Unlocked,Adult,Moon,1,1638700297,7,128,123,210,145,184,136,156,216,,Orange Moonrock,Cosmic Cheer,Silver Orbital,Green Moonspot,Green Tentacle,Blue Tentacle
5484,Unlocked,Adult,Flower,1,1638700411,7,176,112,220,172,117,200,140,150,,Brown Meadow,Blossoming Smile,Green Poppy,Brown Meadow,Red Vine,Red Bush
19297,Unlocked,Egg,Heart,0,,,,,,,,,,,,,,,,,
20648,Unlocked,Egg,Flower,0,,,,,,,,,,,,,,,,,
5786,Unlocked,Adult,Flower,1,1638703726,8,130,156,225,179,128,130,112,176,,Brown Oak,Shady Sad,Pink Pollen,Brown Meadow,Red Bark,Red Bush
5807,Unlocked,Adult,Candy,1,1638703098,7,162,128,181,151,128,182,158,128,,Caramel Nougat,Glazed Smooth,Caramel Chocolate,Pink Sprinkles,Colorful Marshmallow,Caramel Chocolate
5830,Unlocked,Adult,Cloud,1,1638703248,7,168,147,123,186,117,145,163,123,,Fluffy Snow,Stormy Horizon,Snowman Carrot,Night Rain,Golden Sun,Blue Cloud
5599,Unlocked,Adult,Candy,1,1638700427,7,149,128,167,145,117,211,187,128,,Pink Chocolate,Sweet Beaming,Graham Cracker,Caramel Nougat,Sweet Treat,Colorful Marshmallow
5771,Unlocked,Adult,Heart,1,1638704390,7,136,134,117,204,201,112,200,156,,Pink Spot,Radiant Joy,Pink Mop,Pink Bow,Orange Cowlick,Orange Puff
6006,Unlocked,Adult,Cloud,1,1638703042,7,218,153,128,202,112,151,148,112,,Day Ice,Fluffy Smile,Fragmented Ice,Bright Lightning,Shatter Ice,Gray Cloud
5959,Unlocked,Adult,Cloud,1,1638704754,7,266,180,117,173,145,117,118,117,,Day Rain,Stormy Horizon,Blue Umbrella,Night Ice,White Cloud,Spikey Ice
20107,Unlocked,Egg,Crystal,0,,,,,,,,,,,,,,,,,
5492,Unlocked,Adult,Cloud,1,1638700537,7,240,202,134,190,112,117,129,117,,Ground Storm,Stormy Horizon,Dark Lightning,Night Ice,Gray Cloud,White Cloud
5692,Unlocked,Adult,Cloud,1,1638704402,7,251,154,112,173,123,128,208,123,,Bright Lightning,Sunny Skies,Dark Lightning,Day Rain,Small Cloud,Golden Sun
16645,Unlocked,Egg,Cloud,0,,,,,,,,,,,,,,,,,
15873,Unlocked,Baby,Rainbow,0,0,0,103,112,108,94,130,109,121,136,,Magenta Beadtie,Beaming Confidence,Bedazzled Beadhorn,Morning Misters,Greenish Swirlbob,Striped Swirlpuff
5779,Unlocked,Adult,Crystal,1,1638703050,7,117,112,182,134,156,253,128,130,,Pink Pattern,Crystal Anger,Red Needle,Pink Pattern,Purple Shine,Pink Pearl
5949,Unlocked,Adult,Moon,1,1638704430,7,112,145,206,112,180,156,128,158,,Red Laser,Blasting Boldness,Green Alien,Turquoise Laser,Blue Flame,Silver Antenna
16679,Unlocked,Egg,Candy,0,,,,,,,,,,,,,,,,,
5675,Unlocked,Adult,Candy,1,1638704346,7,184,112,213,128,112,225,179,117,,Caramel Nougat,Sweet Smugness,Strawberry Chocolate,Caramel Chocolate,Chocolate Bar,Graham Cracker
5814,Unlocked,Adult,Candy,1,1638704048,8,172,123,206,117,117,310,180,112,,Blueberry Swirl,Glazed Smooth,Strawberry Chocolate,Pink Nougat,Graham Cracker,Colorful Marshmallow
16699,Unlocked,Egg,Heart,0,,,,,,,,,,,,,,,,,
5670,Unlocked,Adult,Moon,1,1638704936,7,117,128,250,112,176,169,117,257,Single Mythic,Turquoise Moonspot,Dark Comet,Silver Orbital,Blue Laser,Yellow Moonrock,Green Tentacle
5900,Unlocked,Adult,Heart,1,1638702990,7,149,145,123,207,132,140,152,112,,Lavender Smooth,Radiant Joy,Violet Fossil,Pink Stripe,Orange Cowlick,Red Plushy
17826,Unlocked,Egg,Candy,0,,,,,,,,,,,,,,,,,
7806,Unlocked,Egg,Heart,1,,,,,,,,,,,,,,,,,
5530,Unlocked,Adult,Moon,1,1638700401,7,123,128,248,117,172,174,112,219,,Red Laser,Blasting Boldness,Silver Antenna,Blue Moonspot,Green Moonrock,Gray Crater
5991,Unlocked,Adult,Flower,1,1638703834,8,170,112,204,194,128,163,112,133,,Autumn Leaf,Stout Determined,Green Oak,Green Oak,Brown Bark,Red Leaf
5550,Unlocked,Adult,Candy,1,1638700141,7,232,117,198,112,117,261,156,123,,Pink Chocolate,Sweet Beaming,Strawberry Icecream,Pink Sprinkles,Chocolate Bar,Yellow Whip
5926,Unlocked,Adult,Cloud,1,1638704302,7,220,220,128,182,117,123,123,134,Single Mythic,Night Ice,Sunny Skies,Fragmented Ice,Thunder God,Shatter Ice,Blue Cloud
5953,Unlocked,Adult,Moon,1,1638703918,7,128,112,213,156,151,160,117,173,,Turquoise Moonspot,Blasting Boldness,Silver Orbital,Blue Laser,Red Flame,Yellow Crater
